date,store_nbr,unit_sales,predicted_sales
2017-06-05,15,9658.278,8331.894
2017-06-05,16,10949.928,5344.638
2017-06-05,17,22481.157,13326.749
2017-06-05,18,12316.273,9222.468
2017-06-05,19,9510.148,7671.1294
2017-06-05,20,18754.005,11757.435
2017-06-05,21,14441.218,9934.867
2017-06-05,22,6810.026,5612.47
2017-06-05,23,8380.342999999999,6936.141
2017-06-05,24,16287.065,14706.271
2017-06-05,25,6052.7609999999995,4630.1924
2017-06-05,26,4238.049,3568.4153
2017-06-05,27,15202.556,11603.007
2017-06-05,28,13590.934,11264.141
2017-06-05,29,11773.758,9548.646
2017-06-05,30,5901.239,4485.0493
2017-06-05,31,12168.373,10666.345
2017-06-05,32,3862.318,3470.2253
2017-06-05,33,10691.519,8097.9985
2017-06-05,34,10973.925,9392.006
2017-06-05,35,6154.297,4713.125
2017-06-05,36,12151.271,9108.071
2017-06-05,37,16250.228000000001,12200.174
2017-06-05,38,11522.579,9848.329
2017-06-05,39,19778.005999999998,13569.792
2017-06-05,40,17420.413,13553.211
2017-06-05,41,15607.497000000001,10327.791
2017-06-05,42,13687.251,10862.184
2017-06-05,43,14025.111,12113.447
2017-06-05,44,44493.68,32780.953
2017-06-05,45,42757.378,32490.791
2017-06-05,46,31480.618000000002,24104.135
2017-06-05,47,40266.593,30970.88
2017-06-05,48,25935.378,19536.254
2017-06-05,49,39117.522,32831.24
2017-06-05,50,21947.808,17384.76
2017-06-05,51,20232.278,18858.953
2017-06-05,52,17947.06,14160.342
2017-06-05,53,11337.213,8490.03
2017-06-05,54,21455.791999999998,7409.778
2017-06-06,1,12701.657,10202.553
2017-06-06,2,14272.509,11613.794
2017-06-06,3,31732.026,28938.887
2017-06-06,4,10947.413,9651.233
2017-06-06,5,9249.792,7794.1943
2017-06-06,6,17003.996,13571.506
2017-06-06,7,20452.1,18896.691
2017-06-06,8,18235.606,16633.137
2017-06-06,9,20525.512,16842.158
2017-06-06,10,6416.013,5604.851
2017-06-06,11,22373.042999999998,18579.494
2017-06-06,12,7530.755,6447.8584
2017-06-06,13,8693.887,6083.081
2017-06-06,14,11867.883,6737.9204
2017-06-06,15,9636.31,7845.7383
2017-06-06,16,7232.492,5291.1826
2017-06-06,17,15553.694,13352.139
2017-06-06,18,14779.039999999999,10489.833
2017-06-06,19,8102.532999999999,6731.5806
2017-06-06,20,15122.92,12126.732
2017-06-06,21,12672.227,10103.988
2017-06-06,22,6598.880999999999,5187.226
2017-06-06,23,8931.226,6762.331
2017-06-06,24,15729.776,14368.09
2017-06-06,25,5656.589,4156.596
2017-06-06,26,4113.705,3013.8953
2017-06-06,27,12035.373,10463.438
2017-06-06,28,17062.28,12356.197
2017-06-06,29,12292.817,10461.236
2017-06-06,30,6102.888,5272.0093
2017-06-06,31,13846.644,11210.641
2017-06-06,32,5055.299,3317.8943
2017-06-06,33,15923.258,8375.933
2017-06-06,34,10917.359,8648.542
2017-06-06,35,5427.047,4397.3813
2017-06-06,36,14494.520999999999,11161.042
2017-06-06,37,14550.456,11601.779
2017-06-06,38,12371.526,8767.965
2017-06-06,39,19263.945,14069.568
2017-06-06,40,17142.953999999998,13499.807
2017-06-06,41,11804.168,9121.467
2017-06-06,42,12067.307,9590.164
2017-06-06,43,14063.929,11130.996
2017-06-06,44,35867.961,30687.11
2017-06-06,45,34197.009,32263.633
2017-06-06,46,25116.988,22263.404
2017-06-06,47,33673.92,28469.533
2017-06-06,48,22063.698,18498.074
2017-06-06,49,32181.386,27799.387
2017-06-06,50,18259.192,14832.538
2017-06-06,51,18162.19,16559.127
2017-06-06,52,15903.982,13515.991
2017-06-06,53,9047.929,7769.672
2017-06-06,54,8066.775,6450.9917
2017-06-07,1,14648.931,12516.869
2017-06-07,2,15906.309,12999.88
2017-06-07,3,41344.471,33359.297
2017-06-07,4,13856.363,11144.209
2017-06-07,5,9704.466,8486.735
2017-06-07,6,18722.378,14942.451
2017-06-07,7,27114.599000000002,22741.773
2017-06-07,8,24047.611,20739.336
2017-06-07,9,16215.372,14336.5
2017-06-07,10,6796.673,4701.1733
2017-06-07,11,19859.069,16127.801
2017-06-07,12,7319.248,6150.642
2017-06-07,13,7715.311,5366.369
2017-06-07,14,7399.380999999999,5810.972
2017-06-07,15,8253.77,6988.594
2017-06-07,16,5989.0599999999995,4582.7007
2017-06-07,17,13577.324999999999,10397.443
2017-06-07,18,9564.77,7443.742
2017-06-07,19,8131.953,6289.3066
2017-06-07,20,14562.116,10920.488
2017-06-07,21,12068.312,8534.671
2017-06-07,22,6262.113,4881.0703
2017-06-07,23,7929.87,7139.2666
2017-06-07,24,20012.007999999998,18277.639
2017-06-07,25,7424.249,5519.319
2017-06-07,26,4272.340999999999,3698.9912
2017-06-07,27,15420.998,12367.637
2017-06-07,28,10952.36,9257.783
2017-06-07,29,9591.47,8010.481
2017-06-07,30,4795.856,4043.511
2017-06-07,31,10967.182,8643.134
2017-06-07,32,2829.982,2907.5193
2017-06-07,33,7676.94,6318.973
2017-06-07,34,9627.825,7764.3047
2017-06-07,35,3626.622,3586.9678
2017-06-07,36,8536.39,8327.104
2017-06-07,37,17077.622,14284.037
2017-06-07,38,13560.06,10754.43
2017-06-07,39,16203.346,11024.443
2017-06-07,40,20311.864999999998,11147.822
2017-06-07,41,13416.557999999999,10676.846
2017-06-07,42,14334.137,11347.3545
2017-06-07,43,12780.57,9629.448
2017-06-07,44,47634.789,38826.062
2017-06-07,45,38590.319,33084.49
2017-06-07,46,29211.127,22615.89
2017-06-07,47,38254.685,31298.633
2017-06-07,48,20373.443,17708.465
2017-06-07,49,39560.176,34329.297
2017-06-07,50,19153.662,15889.674
2017-06-07,51,25047.118,22073.02
2017-06-07,52,22975.376,15654.488
2017-06-07,53,12016.61,9889.235
2017-06-07,54,6881.495999999999,5389.6836
2017-06-08,1,10242.042,9280.495
2017-06-08,2,12052.778,10688.217
2017-06-08,3,27894.5,26393.617
2017-06-08,4,9743.55,8580.615
2017-06-08,5,8496.888,7058.7026
2017-06-08,6,12783.425,11738.192
2017-06-08,7,16570.995,16814.924
2017-06-08,8,16519.351,15643.596
2017-06-08,9,15325.002,13210.405
2017-06-08,10,5171.296,4319.2256
2017-06-08,11,17601.316,15126.297
2017-06-08,12,7700.492,5759.84
2017-06-08,13,6823.667,4981.304
2017-06-08,14,8955.24,5956.4097
2017-06-08,15,7745.053,6118.6196
2017-06-08,16,7116.589000000001,4020.7793
2017-06-08,17,10630.621,9237.632
2017-06-08,18,10320.577,7250.763
2017-06-08,19,6731.045999999999,5742.7847
2017-06-08,20,10938.057,10067.165
2017-06-08,21,8556.762,7516.407
2017-06-08,22,5629.059,4597.665
2017-06-08,23,7601.223,6294.614
2017-06-08,24,15432.057,13751.9795
2017-06-08,25,5284.0109999999995,4420.861
2017-06-08,26,3415.468,3085.8774
2017-06-08,27,11535.164,9313.056
2017-06-08,28,12886.762,8988.013
2017-06-08,29,8102.989,7410.583
2017-06-08,30,5278.093,4042.2424
2017-06-08,31,11546.387999999999,8683.895
2017-06-08,32,3372.432,2756.7725
2017-06-08,33,6719.324,6011.0596
2017-06-08,34,9161.164,7770.6777
2017-06-08,35,4645.532,3750.7737
2017-06-08,36,9304.478,7899.8374
2017-06-08,37,12336.048999999999,11087.953
2017-06-08,38,10858.584,8050.781
2017-06-08,39,16719.716,10877.845
2017-06-08,40,12305.877,10609.397
2017-06-08,41,13266.444,7715.119
2017-06-08,42,10286.132,9204.465
2017-06-08,43,10045.603,9255.318
2017-06-08,44,32192.236,29885.627
2017-06-08,45,28107.232,26264.506
2017-06-08,46,24425.603,19746.1
2017-06-08,47,26328.448,25762.172
2017-06-08,48,18179.434,15543.615
2017-06-08,49,28544.885,25840.89
2017-06-08,50,16049.786,13431.075
2017-06-08,51,17022.083,15261.526
2017-06-08,52,14521.323,12848.966
2017-06-08,53,9366.335,7201.489
2017-06-08,54,5701.5199999999995,4754.2686
2017-06-09,1,13401.529999999999,10551.22
2017-06-09,2,14841.975,13343.663
2017-06-09,3,38617.364,33819.24
2017-06-09,4,11233.355,10520.51
2017-06-09,5,10125.901,8270.251
2017-06-09,6,15686.179,14349.759
2017-06-09,7,23801.607,19122.12
2017-06-09,8,22219.564,20340.496
2017-06-09,9,14299.947,13281.671
2017-06-09,10,4714.267,4225.777
2017-06-09,11,18835.131,15052.395
2017-06-09,12,7618.237999999999,5580.9966
2017-06-09,13,6963.884,5232.9863
2017-06-09,14,10246.564,5685.262
2017-06-09,15,6706.286,6039.345
2017-06-09,16,5653.920999999999,4258.717
2017-06-09,17,10385.567,9326.167
2017-06-09,18,8376.403,7345.338
2017-06-09,19,8340.715,6519.3066
2017-06-09,20,12258.141,9669.906
2017-06-09,21,8975.985,7655.9556
2017-06-09,22,5835.827,4534.2417
2017-06-09,23,8298.246,7011.732
2017-06-09,24,19331.386,17013.877
2017-06-09,25,8252.554,6469.648
2017-06-09,26,5010.53,3667.8513
2017-06-09,27,11740.923999999999,10950.859
2017-06-09,28,10526.671,8984.699
2017-06-09,29,8730.632,7478.6396
2017-06-09,30,4449.0779999999995,3896.4465
2017-06-09,31,11735.481,8957.91
2017-06-09,32,2997.958,2756.0652
2017-06-09,33,10934.557,6179.276
2017-06-09,34,10904.004,9003.046
2017-06-09,35,4318.513,3822.1963
2017-06-09,36,9889.113,8141.021
2017-06-09,37,13701.759,12403.642
2017-06-09,38,12047.031,10028.696
2017-06-09,39,14671.28,11830.103
2017-06-09,40,13770.594,10911.749
2017-06-09,41,10611.748,8859.765
2017-06-09,42,12038.282,10512.868
2017-06-09,43,11898.012999999999,9608.406
2017-06-09,44,43164.943,40375.26
2017-06-09,45,40747.195999999996,37759.426
2017-06-09,46,27617.625,24340.053
2017-06-09,47,39938.912,32955.316
2017-06-09,48,21030.718,18844.043
2017-06-09,49,38809.736,34273.516
2017-06-09,50,18254.479,16611.36
2017-06-09,51,28526.701999999997,22073.549
2017-06-09,52,20153.751,16467.562
2017-06-09,53,10022.725,9079.927
2017-06-09,54,7856.9259999999995,5572.133
2017-06-10,1,11423.19,10071.893
2017-06-10,2,17671.602,16324.322
2017-06-10,3,43470.157,40161.977
2017-06-10,4,16083.072,13366.05
2017-06-10,5,10100.798,9128.244
2017-06-10,6,22517.748,18861.191
2017-06-10,7,19906.899,17847.646
2017-06-10,8,29627.286,25320.62
2017-06-10,9,22189.369,19164.244
2017-06-10,10,7883.692,6397.632
2017-06-10,11,21424.259000000002,18970.232
2017-06-10,12,8359.335,7122.3716
2017-06-10,13,8730.595,7904.2056
2017-06-10,14,10417.389,9387.131
2017-06-10,15,9290.883,7127.7036
2017-06-10,16,6234.682,5373.57
2017-06-10,17,15017.567000000001,13831.71
2017-06-10,18,13052.81,11820.712
2017-06-10,19,13332.145,10969.944
2017-06-10,20,19158.098,16047.983
2017-06-10,21,14296.801,11727.381
2017-06-10,22,7369.012,5758.186
2017-06-10,23,7671.594999999999,6788.525
2017-06-10,24,20608.179,17597.863
2017-06-10,25,8705.096,7412.599
2017-06-10,26,4066.739,4079.914
2017-06-10,27,16503.587,14649.402
2017-06-10,28,16545.792,13993.6875
2017-06-10,29,13247.645,10720.823
2017-06-10,30,6432.843,4789.9434
2017-06-10,31,13586.557999999999,12007.94
2017-06-10,32,3813.58,3385.7473
2017-06-10,33,9602.637,8830.893
2017-06-10,34,11040.458,9637.022
2017-06-10,35,4989.562,4533.907
2017-06-10,36,11118.386999999999,9608.219
2017-06-10,37,15969.915,13649.047
2017-06-10,38,17181.225,14759.744
2017-06-10,39,18600.749,17564.635
2017-06-10,40,15802.421,13831.23
2017-06-10,41,16318.88,11954.36
2017-06-10,42,15155.282,14113.973
2017-06-10,43,13398.818,11767.829
2017-06-10,44,60331.722,53064.71
2017-06-10,45,49794.296,47797.625
2017-06-10,46,44800.046,38586.363
2017-06-10,47,49763.063,43777.96
2017-06-10,48,33000.531,30971.709
2017-06-10,49,38641.512,36310.305
2017-06-10,50,28594.767,24225.53
2017-06-10,51,26955.514,22415.041
2017-06-10,52,23139.166,22349.098
2017-06-10,53,13443.651,11148.361
2017-06-10,54,9540.558,7528.7783
2017-06-11,1,5806.818,4762.501
2017-06-11,2,22328.656,18362.09
2017-06-11,3,52042.352,45405.344
2017-06-11,4,22401.403,17113.578
2017-06-11,5,13068.953,10427.095
2017-06-11,6,29861.468,24247.768
2017-06-11,7,21564.33,19320.83
2017-06-11,8,30459.232,26905.383
2017-06-11,9,26698.505,23935.062
2017-06-11,10,7586.875,6816.0854
2017-06-11,11,23847.078999999998,22013.797
2017-06-11,12,9279.035,7653.61
2017-06-11,13,6743.218,6057.267
2017-06-11,14,8146.423,6478.3213
2017-06-11,15,8307.595,6639.3076
2017-06-11,16,9536.102,7153.46
2017-06-11,17,22706.949,17772.787
2017-06-11,18,16880.708,13939.735
2017-06-11,19,9930.928,8405.7295
2017-06-11,20,28365.674,24170.12
2017-06-11,21,20541.522,16188.455
2017-06-11,22,7883.4529999999995,6418.2617
2017-06-11,23,10313.235,8664.104
2017-06-11,24,19943.653,16147.164
2017-06-11,25,7069.73,5719.0522
2017-06-11,26,6792.028,5447.5366
2017-06-11,27,24933.263,20099.559
2017-06-11,28,29466.346,20663.58
2017-06-11,29,19840.251,15250.137
2017-06-11,30,6287.732,5207.175
2017-06-11,31,18991.532,14549.125
2017-06-11,32,5359.608,3845.9453
2017-06-11,33,12926.178,9866.835
2017-06-11,34,11810.886,9658.165
2017-06-11,35,5403.417,4566.7104
2017-06-11,36,15094.291,10943.809
2017-06-11,37,13134.485,11535.288
2017-06-11,38,17394.43,14811.789
2017-06-11,39,21545.606,17920.588
2017-06-11,40,15750.7,12943.266
2017-06-11,41,22788.864000000005,16331.228
2017-06-11,42,17610.496,14828.379
2017-06-11,43,20384.399,14699.496
2017-06-11,44,69980.521,58624.598
2017-06-11,45,66010.969,55627.504
2017-06-11,46,56078.991,45947.297
2017-06-11,47,58968.949,52790.453
2017-06-11,48,45039.622,39579.023
2017-06-11,49,49805.324,43869.82
2017-06-11,50,31091.686999999998,26164.465
2017-06-11,51,34147.871,25943.777
2017-06-11,52,27620.876,22527.324
2017-06-11,53,16678.364,13911.837
2017-06-11,54,20989.919000000005,10619.023
2017-06-12,1,10786.441,10061.846
2017-06-12,2,13508.792,11943.501
2017-06-12,3,32875.213,28979.762
2017-06-12,4,11233.247,9787.068
2017-06-12,5,10197.563,8659.312
2017-06-12,6,15941.108,14238.406
2017-06-12,7,21983.196,19775.861
2017-06-12,8,19843.9,17720.062
2017-06-12,9,16489.361,13397.391
2017-06-12,10,6068.509,5152.772
2017-06-12,11,16156.324,14442.425
2017-06-12,12,7485.581,6732.2183
2017-06-12,13,7179.851,5745.8013
2017-06-12,14,7515.821,7003.036
2017-06-12,15,8370.375,7542.855
2017-06-12,16,9535.118,5399.484
2017-06-12,17,13060.861,11581.976
2017-06-12,18,9866.996,8552.123
2017-06-12,19,8520.776,7210.2393
2017-06-12,20,11262.075,10248.002
2017-06-12,21,13199.671,9501.794
2017-06-12,22,6822.705,5113.0376
2017-06-12,23,7778.054999999999,6718.7393
2017-06-12,24,16656.337,14549.318
2017-06-12,25,5688.693,4951.7505
2017-06-12,26,3809.6279999999997,3400.7383
2017-06-12,27,15387.302,12800.935
2017-06-12,28,14276.464,11400.286
2017-06-12,29,10770.703,9172.435
2017-06-12,30,5067.199,4437.831
2017-06-12,31,11076.289999999999,10005.981
2017-06-12,32,3674.259,3341.05
2017-06-12,33,9088.983,7553.4663
2017-06-12,34,10009.836,8884.631
2017-06-12,35,5403.967,4401.5293
2017-06-12,36,10752.574999999999,8754.529
2017-06-12,37,12953.728,11602.182
2017-06-12,38,10632.659,9012.923
2017-06-12,39,19562.622000000003,12821.049
2017-06-12,40,14586.252,12922.001
2017-06-12,41,12955.446,10188.358
2017-06-12,42,13150.668,10152.285
2017-06-12,43,13485.064,10679.069
2017-06-12,44,36817.227,33217.24
2017-06-12,45,36343.725,30986.795
2017-06-12,46,27687.518,21047.094
2017-06-12,47,32732.405,28585.898
2017-06-12,48,19161.684,16299.012
2017-06-12,49,34114.057,31253.797
2017-06-12,50,16740.742,16262.868
2017-06-12,51,19412.777,18900.605
2017-06-12,52,16748.099,15302.356
2017-06-12,53,9181.032,8673.371
2017-06-12,54,11724.584999999997,7033.1343
2017-06-13,1,10788.989,10105.093
2017-06-13,2,12914.682,11205.712
2017-06-13,3,30370.259,27423.404
2017-06-13,4,9809.567000000001,9246.007
2017-06-13,5,8186.625,7687.9893
2017-06-13,6,14353.268,12797.709
2017-06-13,7,20216.212,18241.18
2017-06-13,8,19405.24,16270.757
2017-06-13,9,17211.112,13483.844
2017-06-13,10,6166.749,5034.7666
2017-06-13,11,18436.49,14029.166
2017-06-13,12,7175.838,6376.022
2017-06-13,13,5631.847,5315.703
2017-06-13,14,8100.239,6439.836
2017-06-13,15,8384.053,7198.306
2017-06-13,16,5201.009,5069.6504
2017-06-13,17,17249.797,11815.397
2017-06-13,18,12739.237,10323.173
2017-06-13,19,7944.583,6525.5215
2017-06-13,20,12243.583,9839.615
2017-06-13,21,11186.627,9651.637
2017-06-13,22,6061.737999999999,4760.2373
2017-06-13,23,7958.071,6860.0713
2017-06-13,24,14972.13,13954.943
2017-06-13,25,4719.162,4318.521
2017-06-13,26,3158.39,2971.9888
2017-06-13,27,11910.833999999999,11089.391
2017-06-13,28,15330.329,12578.4375
2017-06-13,29,12533.923999999999,10190.441
2017-06-13,30,6159.245,5095.9155
2017-06-13,31,12117.363,10862.846
2017-06-13,32,3680.562,3093.0137
2017-06-13,33,9433.644,8136.1895
2017-06-13,34,9343.832,8710.379
2017-06-13,35,4337.661,3932.1523
2017-06-13,36,12523.759,10482.572
2017-06-13,37,12763.738,10791.672
2017-06-13,38,9975.096,8300.662
2017-06-13,39,22041.853000000003,12950.702
2017-06-13,40,14646.028,12664.894
2017-06-13,41,11208.842,9012.847
2017-06-13,42,10102.217999999999,9291.058
2017-06-13,43,12034.621,10371.22
2017-06-13,44,34251.743,30391.738
2017-06-13,45,32509.161,26213.365
2017-06-13,46,24031.336,19595.041
2017-06-13,47,28473.952,25401.77
2017-06-13,48,17221.534,14599.687
2017-06-13,49,29678.171,26397.201
2017-06-13,50,17535.624,14028.289
2017-06-13,51,18285.466,17273.809
2017-06-13,52,15849.476,15158.867
2017-06-13,53,8795.25,7943.936
2017-06-13,54,9100.258,6406.323
2017-06-14,1,14846.321,12163.683
2017-06-14,2,13995.181,12640.83
2017-06-14,3,38575.852,31208.021
2017-06-14,4,13290.619,10636.894
2017-06-14,5,9362.815,8386.1045
2017-06-14,6,16792.504,14092.7
2017-06-14,7,23641.158,21029.46
2017-06-14,8,23904.745,20412.367
2017-06-14,9,13519.037,11448.496
2017-06-14,10,5103.702,4427.434
2017-06-14,11,16505.296,12736.237
2017-06-14,12,7988.728,5825.1724
2017-06-14,13,6292.742,4389.46
2017-06-14,14,7843.948,5620.9585
2017-06-14,15,8589.095,6418.277
2017-06-14,16,6968.158,4209.5854
2017-06-14,17,12185.103,9585.911
2017-06-14,18,8281.441,6961.5757
2017-06-14,19,7343.155,6020.2114
2017-06-14,20,10135.036,9055.545
2017-06-14,21,9832.429,7992.369
2017-06-14,22,5441.617,4396.7383
2017-06-14,23,8774.027,6828.0195
2017-06-14,24,20444.086,17643.86
2017-06-14,25,6554.833,5708.6426
2017-06-14,26,4136.103,3654.6155
2017-06-14,27,16070.304,13402.253
2017-06-14,28,11849.426,9551.981
2017-06-14,29,9083.402,7899.6816
2017-06-14,30,5446.928,3789.145
2017-06-14,31,8958.568,8460.498
2017-06-14,32,3164.677,2778.846
2017-06-14,33,7756.674,5963.7573
2017-06-14,34,8980.89,7490.7837
2017-06-14,35,3840.1659999999997,3585.4758
2017-06-14,36,8766.905999999999,7922.7393
2017-06-14,37,15641.581,13151.185
2017-06-14,38,12635.93,10326.279
2017-06-14,39,19864.074999999997,9935.239
2017-06-14,40,14518.167,10177.01
2017-06-14,41,13025.948,10667.045
2017-06-14,42,14158.603,11209.862
2017-06-14,43,10846.076,9151.475
2017-06-14,44,41716.065,37299.65
2017-06-14,45,35470.761,29774.484
2017-06-14,46,24012.515,20188.594
2017-06-14,47,33556.99,27928.32
2017-06-14,48,17155.389,14862.774
2017-06-14,49,36788.449,32871.945
2017-06-14,50,17355.705,14502.062
2017-06-14,51,25784.524,23002.47
2017-06-14,52,22638.058,17379.516
2017-06-14,53,12499.741,10466.645
2017-06-14,54,9314.893,5685.588
2017-06-15,1,11396.403,9067.887
2017-06-15,2,11345.537,10191.539
2017-06-15,3,29142.719,25008.31
2017-06-15,4,10118.051,8482.634
2017-06-15,5,8914.752,7130.657
2017-06-15,6,13121.441,11226.992
2017-06-15,7,18437.072,15894.955
2017-06-15,8,18130.792999999998,15461.051
2017-06-15,9,14616.054,12472.88
2017-06-15,10,5382.489,4225.9653
2017-06-15,11,16932.161,13909.918
2017-06-15,12,6287.653,5647.3354
2017-06-15,13,6510.2789999999995,4500.0957
2017-06-15,14,6747.927,5424.8423
2017-06-15,15,6621.418,5609.5356
2017-06-15,16,4450.306,3851.4712
2017-06-15,17,9943.787,8797.677
2017-06-15,18,9029.221,6864.4463
2017-06-15,19,7216.9039999999995,5574.891
2017-06-15,20,11794.322,9273.698
2017-06-15,21,7787.875,7139.6714
2017-06-15,22,5336.516,4292.917
2017-06-15,23,7930.991,6324.0854
2017-06-15,24,15534.248,13766.59
2017-06-15,25,5581.84,4426.555
2017-06-15,26,4178.805,3410.2107
2017-06-15,27,11622.847,10031.928
2017-06-15,28,11714.939,10217.418
2017-06-15,29,10036.793,7810.91
2017-06-15,30,4932.431,4071.109
2017-06-15,31,11033.563,9063.078
2017-06-15,32,3624.3269999999998,2867.3577
2017-06-15,33,7152.197,6170.7046
2017-06-15,34,8647.301,7570.254
2017-06-15,35,4663.528,4065.8384
2017-06-15,36,9819.257,8091.647
2017-06-15,37,11981.614,10273.629
2017-06-15,38,10012.591,7913.2075
2017-06-15,39,11226.764,9596.352
2017-06-15,40,11197.065,10049.135
2017-06-15,41,10519.865,8508.648
2017-06-15,42,10011.188,9052.733
2017-06-15,43,11442.261,9103.04
2017-06-15,44,33493.081,28787.549
2017-06-15,45,27597.323,24367.824
2017-06-15,46,23804.46,19055.494
2017-06-15,47,27375.249,23206.854
2017-06-15,48,17905.441,13958.578
2017-06-15,49,28920.321,24785.867
2017-06-15,50,15888.952,12992.612
2017-06-15,51,18336.248,15873.155
2017-06-15,52,16526.169,13753.584
2017-06-15,53,8829.576,7564.6455
2017-06-15,54,6405.133,5157.258
2017-06-16,1,12432.525,10738.386
2017-06-16,2,16436.254,13244.284
2017-06-16,3,40514.377,33749.977
2017-06-16,4,12608.463,10677.38
2017-06-16,5,10148.997,8232.971
2017-06-16,6,17924.374,14386.501
2017-06-16,7,24048.847,19902.22
2017-06-16,8,25434.400999999998,20443.59
2017-06-16,9,14281.243,12416.971
2017-06-16,10,5087.139,4152.887
2017-06-16,11,16238.145999999999,14223.485
2017-06-16,12,7568.754,5553.7754
2017-06-16,13,4750.522,4513.552
2017-06-16,14,5966.184,5150.208
2017-06-16,15,6802.017,5647.4463
2017-06-16,16,6474.882,4051.514
2017-06-16,17,11327.406,8991.439
2017-06-16,18,8735.355,7040.2734
2017-06-16,19,7797.147,6064.818
2017-06-16,20,11961.116,8926.224
2017-06-16,21,8090.889,7133.992
2017-06-16,22,5133.146,4283.6567
2017-06-16,23,8393.719,6898.5605
2017-06-16,24,20853.699,16956.965
2017-06-16,25,7326.613,6197.9326
2017-06-16,26,5639.769,4148.589
2017-06-16,27,14552.96,11722.8545
2017-06-16,28,11274.462,9743.061
2017-06-16,29,9277.156,7691.377
2017-06-16,30,5086.989,4113.7495
2017-06-16,31,11501.729,9163.279
2017-06-16,32,3825.8709999999996,2980.183
2017-06-16,33,7569.861,6410.4644
2017-06-16,34,11743.56,8979.31
2017-06-16,35,4907.928,4169.2095
2017-06-16,36,9512.052,7861.326
2017-06-16,37,14476.654,12115.425
2017-06-16,38,13251.588,9639.507
2017-06-16,39,13312.264,10601.56
2017-06-16,40,12111.061,10620.828
2017-06-16,41,13930.888,9597.586
2017-06-16,42,13309.633,10685.37
2017-06-16,43,11128.889,9801.141
2017-06-16,44,48374.528,39162.957
2017-06-16,45,46734.037,36950.867
2017-06-16,46,29071.864,24121.229
2017-06-16,47,40622.234,32403.855
2017-06-16,48,22798.697,17178.928
2017-06-16,49,43849.296,35096.168
2017-06-16,50,21346.688,16613.68
2017-06-16,51,30119.115,23897.021
2017-06-16,52,22252.46,17112.602
2017-06-16,53,12418.764,9456.969
2017-06-16,54,10480.601,5832.1133
2017-06-17,1,12398.342,10165.825
2017-06-17,2,20370.536,16731.928
2017-06-17,3,51915.522,42127.895
2017-06-17,4,17290.619,14048.519
2017-06-17,5,11218.047,9275.344
2017-06-17,6,23011.621,19601.428
2017-06-17,7,23019.552,18350.45
2017-06-17,8,31629.69,26971.74
2017-06-17,9,22666.709,19072.889
2017-06-17,10,7373.234,6328.4297
2017-06-17,11,20281.108,18193.422
2017-06-17,12,8540.445,6981.702
2017-06-17,13,7774.445,7031.8896
2017-06-17,14,9551.154,8397.079
2017-06-17,15,8792.928,6785.455
2017-06-17,16,7223.994,5293.2217
2017-06-17,17,15653.159,13701.079
2017-06-17,18,13059.181,11538.247
2017-06-17,19,14534.891,11354.986
2017-06-17,20,17463.432,15385.156
2017-06-17,21,14525.264,11793.522
2017-06-17,22,7242.46,5538.3496
2017-06-17,23,9942.269,7226.2227
2017-06-17,24,24120.122,18545.809
2017-06-17,25,8839.658,6835.4595
2017-06-17,26,6524.166,4924.1084
2017-06-17,27,19986.28,15513.556
2017-06-17,28,18577.012,15111.103
2017-06-17,29,15298.511,11492.769
2017-06-17,30,6948.495,5041.522
2017-06-17,31,16694.094,12273.55
2017-06-17,32,5089.541,3751.7263
2017-06-17,33,11543.52,8908.222
2017-06-17,34,14547.524,9976.852
2017-06-17,35,5781.489,4996.102
2017-06-17,36,11264.436,9638.122
2017-06-17,37,17483.81,13827.636
2017-06-17,38,17654.221999999998,14612.7
2017-06-17,39,19232.689,15994.571
2017-06-17,40,17852.826,13455.905
2017-06-17,41,18646.49,12921.345
2017-06-17,42,17401.289,15014.842
2017-06-17,43,16770.256999999998,12183.714
2017-06-17,44,66120.939,55972.9
2017-06-17,45,57187.49,48690.277
2017-06-17,46,44009.702,39544.816
2017-06-17,47,55079.959,43031.484
2017-06-17,48,31928.973,29946.99
2017-06-17,49,49634.515,37326.16
2017-06-17,50,28316.972,24422.498
2017-06-17,51,33264.353,24065.502
2017-06-17,52,29471.065,24187.977
2017-06-17,53,17156.485,12132.112
2017-06-17,54,11096.112000000001,7848.8457
2017-06-18,1,4944.632,4564.4434
2017-06-18,2,18324.467,18654.227
2017-06-18,3,39028.590000000004,47980.85
2017-06-18,4,17979.144,17194.562
2017-06-18,5,11034.019,10175.507
2017-06-18,6,24885.433,24651.543
2017-06-18,7,17645.842,18802.443
2017-06-18,8,25372.396,27876.203
2017-06-18,9,20676.356,22304.322
2017-06-18,10,5793.099,6464.68
2017-06-18,11,22623.291,20796.865
2017-06-18,12,7952.561,7530.8076
2017-06-18,13,6137.579,5294.52
2017-06-18,14,5806.594,5623.365
2017-06-18,15,6507.581,6106.0386
2017-06-18,16,8036.754,6926.5117
2017-06-18,17,16696.549,17598.467
2017-06-18,18,11773.144,13039.15
2017-06-18,19,8593.682,8232.023
2017-06-18,20,18503.479,21378.121
2017-06-18,21,16794.586,15777.487
2017-06-18,22,7051.761,6190.264
2017-06-18,23,10064.774,8477.437
2017-06-18,24,16421.265,16961.266
2017-06-18,25,6345.179999999999,5098.09
2017-06-18,26,6400.718,5884.1934
2017-06-18,27,19550.68,20321.576
